data_source,ID,food_name,food_img,recipe_link,serving,category_high_level,category_mid_level,category_low_level,created_date,views,likes,reviews,comments,재료1,재료2,재료3,재료4,재료5,재료6,재료7,재료8,재료9,재료10,재료1_정량,재료2_정량,재료3_정량,재료4_정량,재료5_정량,재료6_정량,재료7_정량,재료8_정량,재료9_정량,재료10_정량,rating
API,523,배추만두탕,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00523_2.png,"1. 냄비에 무와 양지육, 마늘을 넣고
은근히 끓여 육수를 만들어 놓는다.
2. 배추와 미나리는 면보를 깔고 찜통에서
약 10분 정도 쪄서 식혀놓는다.
3. 두부는 면보에 넣어 손으로 물기를
짜 놓는다.
4. 부추는 송송 썰고, 표고, 느타리버섯은
잘게 다지고, 소고기도 다져 놓고, 저염
간장과 파, 마늘, 참기름, 후춧가루,
통깨를 넣고 잘 섞어서 만두속을 만들
어 놓는다.
5. 쪄놓은 배추를 한 장 펴놓고, 그 위에
만들어 놓은 만두속을 넣어 양 쪽을
접어 말아준다.
6. 말아놓은 배추만두를 쪄 놓은 미나리
끈으로 묶은 후, 만들어 놓은 육수가
끓으면 배추만두를 넣고 간장으로
간을 한 뒤 한 번 더 끓여서 완성한다.",1인분,,국&찌개,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,522,단호박떡갈비,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00522_2.png,"1. 단호박은 칼로 잘라, 수저를 이용하여
호박씨를 제거한다.
2. 손질이 된 단호박은 면보를 깔고,
김이 오른 찜통에서 약 15분 정도
쪄 준비한다.
3. 다진 소고기는 파, 마늘, 양파, 참기름,
간장, 후춧가루, 매실액을 넣고 양념을
한다.
4. 3번에 양념된 소고기에 찹쌀가루를
넣고 골고루 섞는다.
5. 쪄 놓은 호박에 양념된 소고기를 넣고
모양을 잡아 준다.
6. 육수가 한 소큼 끓으면 만들어 놓은
단호박떡갈비(⑤)를 넣어 약 20분 정도
은근히 쪄서 잣을 올려 완성한다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,521,양배추버섯말이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00521_2.png,"1. 양배추는 깨끗이 씻어 찜기에 김이
오르면 쪄서 식혀 준비한다.
2. 느타리, 표고 ,팽이버섯, 당근, 오이는
약 5cm 길이로 채를 썰어 준비한다.
3. 소고기도 가늘게 채를 썰어 준비하고,
파, 마늘, 참기름, 설탕을 넣어 양념을
한다.
4. 팬에 준비한 채소에 소량의 소금을
넣어 먼저 볶다가 양념한 소고기를
넣고 재빠르게 볶아 식혀 준비한다.
5. 쪄 놓은 양배추를 김발 위에 올려 넣고,
볶아놓은 채소와 소고기를 넣는다.
6. 김발을 이용하여 양배추를 돌돌 말고,
미나리를 데쳐 끈으로 묶어 접시에
올리고, 간장과 맛술, 참기름을 섞은
간장소스를 만들어 담는다.",1인분,,반찬,찌기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,520,인삼닭살찜,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00520_2.png,"1. 닭가슴살을 넓게 펴서 소금과
후춧가루, 정종으로 밑간을 한다.
2. 대추는 돌려깎아 채를 썰고, 인삼은
세로 방향으로 반으로 가르고, 밤은
껍질을 벗겨 납작하게 썰고, 표고와
새송이 버섯은 뜨거운 물에 담그어
불린 후 채를 썰어 준비한다.
3. 숙성된 닭가슴살(①)에 썰어놓은
재료(②)를 얹어 놓는다.
4. 닭 가슴살을 돌돌 말아 놓는다.
5. 냄비에 육수를 붓고, 육수가 끓으면
말아 놓은 닭가슴살을 넣는다.
6. 뚜껑을 덮고, 약 15분 정도 은근히
찐 뒤, 닭가슴살이 익으면 불을 끄고
먹기 좋은 크기로 썰어서 접시에 담는다.",1인분,,반찬,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,519,콩가루비빔밥,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00519_2.png,"1. 청포묵은 4cm 길이로 썰어 참기름과
소금에 살짝 무쳐 준비한다.
2. 달걀은 황백으로 나누어 각각 소금을
조금씩 넣어 섞어 지단을 부친다.
3. 오이는 돌려 깎아 채 썰고 당근도 오이
길이로 채 썰고 고사리는 길에 맞게
다듬고, 표고버섯도 채를 썰어 준비한다.
4. 소고기는 채를 썰어 파, 마늘, 참기름,
후춧가루를 넣어 양념한다.
5. 팬에 기름을 두르고, 준비한 곁들임
채소(③)와 다진 소고기를 재료별로
따로 볶아 준비한다.
6. 고추장에 콩가루를 섞고, 볶아진 소고기를
넣어 다시 볶아 고추장 소스를 준비하고,
쌀밥을 그릇에 담은 후 청포묵(①), 볶아
놓은 채소와 소고기(⑤)를 올리고,
마지막에 고추장소스를 올려 완성한다.",1인분,,밥,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,518,삼색소고기만두,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00518_2.png,"1. 시금치는 끓는 물에 소금을 넣고 데쳐
찬물에 식힌 후 곱게 갈아 준비한다.
2. 당근즙, 시금치즙, 들깨가루를 각각
준비한 뒤, 밀가루와 녹말가루를
세 개로 나눠 각각의 즙을 넣어 반죽 후
숙성시킨다.
3. 호박은 채를 썰어 소금에 살짝 절여
물기를 제거하고, 부추는 송송 썰고,
숙주는 데쳐 물기를 제거하고 다지고,
두부는 면포에 물기를 꼭 짜서 준비한다.
4. 달걀은 노란자와 흰자를 나눠 각각
지단을 붙여 준비한다. 냄비에 멸치와
다시마, 건새우, 양파를 넣고 약30분
정도 끓여 체에 걸러 육수를 만들어
놓는다.
5. 소고기는 곱게 다져, 파 , 마늘, 참기름,
후춧가루를 넣어 양념을 해 놓는다.
6. 준비한 채소(③)와 고기(⑤)를 섞어
만두속을 만들고, 숙성된 밀가루
반죽(②)을 밀어 만든 만두피에 만두
속을 넣어 만두를 만든다. 준비한 육수
(④)에 삼색 만두를 넣어 끓여 담고 그
위에 달걀지단을 올려 완성한다.",1인분,,반찬,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,517,버섯리조또,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00517_2.png,"1. 양파와 양송이, 표고버섯, 느타리버섯은
작게 썰어 준비해 놓는다.
2. 멸치와 새우, 마늘을 냄비에 담고,
물을 약 500㎖ 정도 붓고 끓여 육수를
만든다.
3. 냄비에 버터를 넣고, 양파와 버섯을
넣어 볶는다.
4. ③번의 냄비에 불린 쌀을 넣고 은근히
볶는다.
5. 볶아지는 냄비에 만들어 놓은 육수를
조금 넣는다.
6. 육수를 넣고 다시 은근히 볶으면서
뚜껑을 덮어 충분히 익힌 후, 마지막에
생크림과 소금을 넣고 완성한다.",1인분,,밥,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,516,해물칼국수,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00516_2.png,"1. 밀가루에 소금과 녹말가루를 넣고
반죽을 한다.
2. 냄비에 건새우와 머리와 내장을 제거한
멸치, 다시마, 무, 마늘, 양파를 넣고
약30분 정도 끓여 체에 걸러 육수를
만들어 놓는다.
3. 호박은 반달모양으로 썰고, 느타리는
손으로 찢고, 양파와 대파는 길게 썰어
준비한다.
4. 새우는 요지를 이용하여 새우등의
내장을 제거하고, 홍합은 족사를 때어
내고 솔을 이용하여 껍질을 깨끗이
씻어낸 후 흐르는 물에 깨끗하게
행구고, 미더덕은 깨끗이 씻어 놓는다.
5. 반죽을 해 놓은 밀가루에 덧 밀가루를
뿌려가며 얇게 밀어준다.
6. 얇게 밀어 놓은 밀가루를 칼로 썰어
덧밀가루를 털어내고, 만들어 놓은
육수에 칼국수를 넣고, 준비한 채소
(③)와 해물(④)을 넣고 간장으로 간을
맞추어 완성한다.",1인분,,일품,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,515,연어허브스테이크,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00515_2.png,"1. 연어에 로즈마리를 위에 올려
마리네이드를 한다.
2. 마리네이드를 해놓은 연어에 레몬즙을
뿌린다.
3. 당근, 양파는 썰고 마늘과 토마토는
다져 준비한다.
4. 냄비에 버터를 두르고, 채소(③)를
볶다가 밀가루를 넣고 볶으면서 다시
토마토소스를 넣어 볶다가 육수와
월계수잎을 넣어 끓인다.
5. 소스가 자작 하게 끓고 있을 때, 우유를
넣고 한 소끔 끓여준다.
6. 팬에 올리브 오일을 두르고, 연어
(①)를 올려 앞뒤로 구어 접시에
담고, 토마토소스를 올려 완성한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,413,더덕비트물김치,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00413_2.png,"1. 물과 식초가 포함된 물에 담가서 쓴맛을
빼준다.
2. 물에 절여진 더덕은 키친타월을 이용해 물기를
완전히 빼준다.
3. 양파, 청고추, 홍고추도 어슷하게 썰어준다.
4. 비트를 편으로 썰어서 국물을 만들어준다.
5. 그릇에 더덕부터 30분 정도 담가 물을 살짝
들여준다.
6. 나머지 재료도 함께 담가 간을 배게 한 뒤 24
시간 후부터 먹을 수가 있다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,더덕,양파,청고추,홍고추,식초10g국물:비트,함초소금,생강청,식초,,,50g,60g,15g,15g,20g,5g,30g,15g,,,0.0
API,412,두부채소샐러드,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00412_2.png,"1. 두부는 먹기 좋은 크기로 잘라서 팬에 바삭
하게 구워준다.
2. 구워진 두부는 기름을 빼고 채 썰어준다.
3. 방울토마토는 작은 사각형으로 잘라주고,
치커리는 먹기좋게 잘라준다.
4. 표고버섯와 홍고추, 노란파프리카는 가늘게
채 썰어 볶아준다.
5. 소스를 만들어준다. 잘라준 토마토는 먹기
직전에 소스와 섞어준다.
6. 접시에 치커리를 깔고 볶아진 두부와 채소를
올려 완성한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,두부,건표고버섯,치커리,홍고추,노란색파프리카,방울토마토40g소스:요거트,겨자,꿀,레몬즙,,100g,10g,15g,17g,25g,50g,2g,15g,15g,,0.0
API,411,카레감자전,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00411_2.png,"1. 감자는 껍질을 벗겨서 1개를 채 썰고 물에
담가둔다.
2. 감자 1개는 강판에 갈아서 즙과 건지를 따로
분리해준다.
3. 양파를 곱게 채 썰어주고 볼에 강판에 간 건지와
채 썬 감자, 채 썬 양파를 섞어 반죽을 만들어
준다.
4. 소스를 만들어준다.
5. 팬에 한입 크기로 전을 부쳐준다.
6. 루콜라를 물에 살짝 헹궈주고 전과 함께
접시에 셋팅한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,감자,유기농밀가루,카레가루,양파,루콜라,마늘기름30g소스:발사믹식초,저염간장,설탕,,,150g,50g,15g,70g,3g,30g,15g,15g,,,0.0
API,727,더덕얼갈이겉절이,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102056_1416273656078.jpg,"1. 얼갈이는 깨끗이 씻어 한입 크기로 뜯는다.
2. 더덕은 껍질을 벗긴다.
3. 껍질 벗긴 더덕은 굵게 채 썰어 소금물에 담가둔다.
4. 양념장 재료를 모두 섞어 양념장을 만든다.
5. 더덕을 건져 물기를 제거한다.
6. 더덕과 얼갈이 배추에 양념장을 넣고 가볍게 버무린다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,얼갈이배추,더덕,까나리액젓,고춧가루1.,깨소금,다진파2.,다진마늘1.,다진생강0.,소금0.,국간장,50g,20g,3g,7g,1g,5g,25g,65g,5g,3g,0.0
API,662,소금없는 초밥,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00662_2.png,"1. 냄비에 다시마와 무를 넣고 끓이다가
가쓰오부시를 넣고 불을 꺼 진한
육수를 만든다.
2. 육수에 식초, 설탕, 소금을 넣고 촛물을
만든다.
3. 참치는 불에 타다끼 한 뒤 두툼하게
썬다.
4. 파프리카는 직화로 겉만 태워 참치
크기로 썬다.
5. 아스파라거스와 표고버섯은 살짝 데쳐
편으로 썬다.
6. 육수에 달걀을 풀어 두툼하게 지단을
부쳐 썰고, 밥에 촛물을 넣고 골고루
섞어 초밥을 만든 뒤 와사비, 참치,
달걀, 표고버섯, 파프리카 순으로 올려
김으로 띠를 두른다.",1인분,,밥,끓이기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,346,토마토제철나물 샐러드,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00346_2.png,,1인분,,반찬,기타,2022-08-12,0,0,0,0,영양부추,치커리,적양배추,알배추,방울토마토,양파70g두부크루통:두부,식용유20g소스:마늘,참깨,흑임자,꿀,20g,20g,50g,30g,100g,60g,7g,5g,5g,15g,0.0
API,495,백김치닭살샐러드,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00495_2.png,"1. 닭고기에 물을 자작하게 넣고
월계수잎과 통후추, 정종을 넣고
약 20분 정도 삶아 식혀 찢어놓는다.
2. 브로컬리는 끓는 물에 소금을 넣고,
데쳐 작게 썰어놓고, 양상추는 물에
담그어 놓았다가 먹기 좋게 손으로
찢어 놓는다.
3. 파프리카는 속씨를 제거하고, 작은
깍둑썰기를 하고, 당근은 5cm 길이로
납작하게 썰어놓는다.
4. 브로컬리는 끓는 물에 소금을 넣고 데쳐
작게 썰어놓고, 양상추는 물에 담그어
놓았다가 먹기 좋게 손으로 찢어 놓는다.
5. 발사믹 식초에 설탕과 올리브 오일을
넣고 골고루 섞어 소스를 만들어
놓는다.
6. 찢어 놓은 닭고기살과 백김치를 넣고,
준비한 채소를 넣어 먹기 직전에 소스를
올려 완성한다.",1인분,,반찬,기타,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,493,표고크림파스타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00493_2.png,"1. 양송이는 껍질을 벗겨 형태 그대로
썰고, 표고버섯은 기둥을 제거하고
편으로 썰어놓는다.
2. 팬에 버터를 살짝 넣고 썰어놓은
버섯을 소금을 살짝 뿌려 볶아 준비한다.
3. 냄비에 버터와 밀가루를 넣고, 은근히
볶아 화이트루를 만든다.
4. 화이트 루에 우유를 조금씩 넣고 뭉치지
않게 풀어 끓이다가 다시 생크림을 넣고
한 소큼 끓여 놓는다.
5. 스파게티는 끓는 물에 약 10분 정도
삶아 건져 올리브 오일에 볶아 접시에
담는다.
6. 끓여 놓은 크림소스에 볶아진 버섯과
후춧가루를 넣고 한 소큼 더 끓여
스파게티를 담은 접시에 넣고 완성한다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,492,토마토덮밥,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00492_2.png,"1. 쌀은 물에 불려 밥을 짓고, 가지는 길게
썰어 팬에 구워 놓는다.
2. 양파와 마늘은 잘게 다져 준비한다.
3. 토마토는 입자있게 다져 놓는다.
4. 새우는 정종을 넣어 데쳐 껍질을 벗겨
준비한다.
5. 팬에 올리브 오일을 넣고 양파와 마늘을
먼저 볶는다.
6. 볶아지는 양파와 마늘에 토마토소스와
케첩을 넣어 볶다가 토마토와 설탕을
넣어 볶다가 졸이고, 밥을 그릇에 담고,
구운 가지와 새우를 올린 후 졸여 놓은
토마토소스를 위에 올린 후 어린잎을
살짝 올려 완성한다.",1인분,,밥,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,491,황태볶음면,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00491_2.png,"1. 다시마는 깨끗이 씻어 찬물에 넣고
은근히 끓여 다시마 육수를 만들어
생강즙과 저염간장을 넣어 약한 불에서
졸여 볶음 간장을 만들어 놓는다.
2. 황태는 강판에 갈아 곱게 가루를 만들어
놓는다.
3. 새우는 씻어놓고, 오징어는 소금을
이용하여 껍질을 벗기고, 안쪽에 사선
으로 칼집을 넣어 모양을 만들어 살짝
데쳐 준비한다.
4. 양파와 마늘은 입자있게 다지고, 대파는
5cm 길이로 썰어놓고, 표고버섯과
양배추도 채를 썰고, 숙주는 다듬어
놓는다.
5. 라면은 끓는 물에 데쳐 준비한다.
6. 팬에 올리브오일을 넣어 따근해지면,
오징어와 새우를 넣어 볶다가, 다시
숙주와 마요네즈, 설탕, ①번 소스와
채소를 넣어 센 불에서 재빠르게 볶고,
다시 면을 넣어 볶아 완성한다.",1인분,,일품,볶기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,490,소고기꼬치구이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00490_2.png,"1. 소고기는 포를 두툼하게 떠서, 소금과
후춧가루를 뿌려 숙성을 시킨다.
2. 인삼은 뇌두를 잘라 씻어 약 2cm
두께로 썰고, 파인애플과 파프리카도
두툼하게 썰고, 표고버섯과 대파,
토마토를 썰어 준비하고, 베이컨도
2cm 길이로 썰어 준비한다.
3. 팬에 기름 없이 파인애플과 파프리카를
먼저 굽는다.
4. 잘라놓은 인삼은 올리브오일을 살짝
넣고 굽는다.
5. 마늘은 썰어 굽고, 준비한 재료를
꼬치에 차례로 꽂아 프라이팬 또는
직화로 구워 담는다.
6. 유자청에 저염간장과 레몬, 설탕을
넣고 골고루 섞어 구워 놓은 소고기
꼬지에 올려 완성한다.",1인분,,반찬,굽기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,489,닭강정,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00489_2.png,"1. 닭은 깨끗이 씻어 여러 번 토막을 낸다.
2. 토막 낸 닭을 카레가루와 녹말가루에
버무려 놓는다.
3. 양파와 당근, 파프리카, 오이는 크기를
작은 깍두기 모양으로 썰어 준비한다.
4. 팬에 식용유를 두르고 다진마늘를 살짝
볶은 뒤 저염간장에 레몬즙과 설탕, 꿀,
볶은 마늘을 넣어 섞는다.
5. 요거트에 썰어 놓은 양파와 당근,
파프리카, 오이, 케첩을 넣어 섞어준다.
6. 튀김기름 온도가 170℃가 되면 버무려
놓은 닭(②)을 넣고 두 번 튀겨, 기름을
제거하고, ④번 소스에 살짝 버무려
접시에 담아, 준비한 요거트소스(⑤)를
올려 완성한다.",1인분,,반찬,튀기기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
API,488,깐풍파스타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00488_2.png,"1. 밀가루는 세 군데로 나눠 각각 뽕잎
가루와 호박가루, 백년초가루를
넣고 올리브오일을 넣어 반죽을
하고, 비닐봉투에 넣어 숙성시킨다.
2. 닭은 작게 토막을 내어 생강과 정종,
소금, 후춧가루를 뿌려 숙성시킨다.
3. 파프리카와 피망은 속을 파내고 작은
깍두기 모양으로 썰고, 깻잎은 잘게
썰어둔다.
4. 숙성된 밀가루를 각각 꺼내 밀대로
밀어, 파스타 굵기로 썰어 면을 데쳐
접시에 담아 놓는다.
5. 숙성한 닭(②)은 녹말가루와 달걀을
섞은 반죽을 입혀 170℃의 튀김기름에
두 번 튀겨 기름을 제거한다.
6. 파스타면(④) 위에 튀긴 닭(⑤)을
올리고 냄비에 크림소스를 끓이다가
설탕을 넣고, 다시 끓으면 파프리카와
피망, 깻잎(③)을 넣고, 한 번 더 끓인 후
깐풍파스타에 올려 완성한다.",1인분,,일품,튀기기,2022-08-12,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0
